Name,Slug,Submissions,Accuracy,QuestionURL,Platform,Tags,LanguagesAllowed,DateAdded
N-Factorful,8238,960,,http://www.spoj.com/problems/NFACTOR/,Spoj,,,
Big Pyramid,8263,19,,http://www.spoj.com/problems/EMILABC/,Spoj,,,
Zero Count,8265,11,,http://www.spoj.com/problems/ZEROCNT/,Spoj,,,
Number of Prime Strings,8277,68,,http://www.spoj.com/problems/PSTR/,Spoj,,,
Combination Of Integers,8281,62,,http://www.spoj.com/problems/INTCOMB/,Spoj,,,
Distance,8282,46,,http://www.spoj.com/problems/DIST/,Spoj,,,
Non-Decreasing Numbers,8283,22,,http://www.spoj.com/problems/NONDEC/,Spoj,,,
Weighted Sum,8284,422,,http://www.spoj.com/problems/WEIGHT/,Spoj,,,
Rectangles in a Matrix,8285,2,,http://www.spoj.com/problems/RECTMAT/,Spoj,,,
Perfect Matching,8286,75,,http://www.spoj.com/problems/MATCH/,Spoj,,,
Fast Food Restaurant,8288,68,,http://www.spoj.com/problems/FASTFOOD/,Spoj,,,
Win gold medal ,8316,50,,http://www.spoj.com/problems/WINGOLD/,Spoj,,,
Red Balls,8317,34,,http://www.spoj.com/problems/SIGNGAME/,Spoj,,,
color the balls,8318,52,,http://www.spoj.com/problems/PLAYSIGN/,Spoj,,,
GLJIVE,8319,2852,,http://www.spoj.com/problems/GLJIVE/,Spoj,,,
Spreadsheet scrolling,8320,71,,http://www.spoj.com/problems/SCROLL/,Spoj,,,
Chocolate distribution,8321,105,,http://www.spoj.com/problems/CHOCDIST/,Spoj,,,
Triangle equality,8323,49,,http://www.spoj.com/problems/TRIEQUAL/,Spoj,,,
Military patrol,8324,40,,http://www.spoj.com/problems/MILPATR/,Spoj,,,
Partitioning the plane,8325,28,,http://www.spoj.com/problems/PARTPLNE/,Spoj,,,
Leaky containers,8326,27,,http://www.spoj.com/problems/LEAKCONT/,Spoj,,,
Progressive progressions,8327,45,,http://www.spoj.com/problems/PROGPROG/,Spoj,,,
Move the books,8328,25,,http://www.spoj.com/problems/MOVEBOOK/,Spoj,,,
Road trip,8329,50,,http://www.spoj.com/problems/ROADTRIP/,Spoj,,,
Giant fountain,8330,25,,http://www.spoj.com/problems/GNTFNTN/,Spoj,,,
Sister cities,8331,31,,http://www.spoj.com/problems/SSTRCITS/,Spoj,,,
Ski slopes,8332,24,,http://www.spoj.com/problems/SKISLOPE/,Spoj,,,
Place-name game,8333,61,,http://www.spoj.com/problems/PLCNMGME/,Spoj,,,
Enumeration of rationals,8334,46,,http://www.spoj.com/problems/ENUMRTNL/,Spoj,,,
Counting the teams,8335,19,,http://www.spoj.com/problems/CNTTEAMS/,Spoj,,,
BRODOVI,8349,497,,http://www.spoj.com/problems/BRODOVI/,Spoj,,,
KOSARK,8351,752,,http://www.spoj.com/problems/MIDO/,Spoj,,,
COSTLY CHESS,8363,589,,http://www.spoj.com/problems/CCHESS/,Spoj,,,
TRIANGULAR PRISM,8371,1332,,http://www.spoj.com/problems/PRISMSA/,Spoj,,,
Triple Sums,8372,76,,http://www.spoj.com/problems/TSUM/,Spoj,,,
PARKET,8374,1254,,http://www.spoj.com/problems/PARKET1/,Spoj,,,
The Ball,8391,106,,http://www.spoj.com/problems/BALL/,Spoj,,,
Youtube,8392,154,,http://www.spoj.com/problems/YOUTUBE/,Spoj,,,
Temple Queues,8406,141,,http://www.spoj.com/problems/TEMPLEQ/,Spoj,,,
Candies and Milestones,8407,418,,http://www.spoj.com/problems/CANDYSTN/,Spoj,,,
Min  Max 01 Path,8408,92,,http://www.spoj.com/problems/MNMXPATH/,Spoj,,,
Favorite Sub Hair,8409,82,,http://www.spoj.com/problems/FAVSUBS/,Spoj,,,
Name,Slug,Submissions,Accuracy,QuestionURL,Platform,Tags,LanguagesAllowed,DateAdded
Snaky Numbers,8410,69,,http://www.spoj.com/problems/SNAKYNUM/,Spoj,,,
Revenge of the squares,8418,73,,http://www.spoj.com/problems/SQUA_REV/,Spoj,,,
Traversing Grid,8419,282,,http://www.spoj.com/problems/BTCODE_A/,Spoj,,,
Finding Minimum,8420,67,,http://www.spoj.com/problems/BTCODE_B/,Spoj,,,
Fun With Inequalities,8421,123,,http://www.spoj.com/problems/BTCODE_C/,Spoj,,,
Maximum Profit,8422,770,,http://www.spoj.com/problems/BTCODE_D/,Spoj,,,
Recover Polynomials,8423,44,,http://www.spoj.com/problems/BTCODE_E/,Spoj,,,
Life Game,8424,132,,http://www.spoj.com/problems/BTCODE_F/,Spoj,,,
Coloring Trees,8425,148,,http://www.spoj.com/problems/BTCODE_G/,Spoj,,,
Trie Expectation,8426,143,,http://www.spoj.com/problems/BTCODE_H/,Spoj,,,
Permutation Game,8427,30,,http://www.spoj.com/problems/BTCODE_I/,Spoj,,,
Grid Tiling,8428,18,,http://www.spoj.com/problems/BTCODE_J/,Spoj,,,
Array Sorting,8429,61,,http://www.spoj.com/problems/BTCODE_K/,Spoj,,,
Revenge of the squares (variation),8433,439,,http://www.spoj.com/problems/SQUAREV1/,Spoj,,,
Kolica,8434,47,,http://www.spoj.com/problems/KOLICA/,Spoj,,,
Problem 3,8442,460,,http://www.spoj.com/problems/NOVICE43/,Spoj,,,
Plotting functions (variation),8449,7,,http://www.spoj.com/problems/PLOT1/,Spoj,,,
PRIMITIVEROOTS,8456,301,,http://www.spoj.com/problems/PROBLEM4/,Spoj,,,
Adventure in Moving,8461,38,,http://www.spoj.com/problems/AVDM/,Spoj,,,
Barn Allocation,8462,58,,http://www.spoj.com/problems/BARN/,Spoj,,,
GRADE POINT AVERAGE,8467,557,,http://www.spoj.com/problems/GPA1/,Spoj,,,
Ancient Pocket Calculator,8478,5,,http://www.spoj.com/problems/POCALC1/,Spoj,,,
Messy Phone List,8491,6,,http://www.spoj.com/problems/PHONMESS/,Spoj,,,
Maximum Subset of Array,8495,573,,http://www.spoj.com/problems/MAXSUB/,Spoj,,,
No Squares Numbers,8496,513,,http://www.spoj.com/problems/NOSQ/,Spoj,,,
Nacci Fear,8505,253,,http://www.spoj.com/problems/NACCI/,Spoj,,,
Party Switching,8507,133,,http://www.spoj.com/problems/PSWITCH/,Spoj,,,
Modern Pocket Calculator,8542,30,,http://www.spoj.com/problems/POCALC2/,Spoj,,,
Subset sum,8545,1013,,http://www.spoj.com/problems/MAIN72/,Spoj,,,
Manoj and Pankaj ,8546,49,,http://www.spoj.com/problems/MAIN73/,Spoj,,,
Euclids algorithm revisited ,8547,453,,http://www.spoj.com/problems/MAIN74/,Spoj,,,
BST again,8549,56,,http://www.spoj.com/problems/MAIN75/,Spoj,,,
Longest Square Factor,8550,49,,http://www.spoj.com/problems/LSQF/,Spoj,,,
"Colours A, B, C, D",8551,1508,,http://www.spoj.com/problems/ABCD/,Spoj,,,
Linear Equation Solver,8558,9,,http://www.spoj.com/problems/LINQSOLV/,Spoj,,,
Four in a row,8574,13,,http://www.spoj.com/problems/FOUROW/,Spoj,,,
Reverse the Sequence,8578,65,,http://www.spoj.com/problems/REVSEQ/,Spoj,,,
Garden,8583,14,,http://www.spoj.com/problems/NPOWM/,Spoj,,,
Factorial factorisation,8586,19,,http://www.spoj.com/problems/PRIME/,Spoj,,,
Prime Permutations,8591,56,,http://www.spoj.com/problems/PRIMPERM/,Spoj,,,
Tails all the way ,8594,249,,http://www.spoj.com/problems/TAILS/,Spoj,,,
"Wood, Axe and Grass",8596,470,,http://www.spoj.com/problems/WAGE/,Spoj,,,
Traverse through the board,8598,529,,http://www.spoj.com/problems/TRAVERSE/,Spoj,,,
Non-Decreasing Digits,8611,2109,,http://www.spoj.com/problems/NY10E/,Spoj,,,
Penney Game,8612,4601,,http://www.spoj.com/problems/NY10A/,Spoj,,,
Nim-B Sum,8624,534,,http://www.spoj.com/problems/NY10B/,Spoj,,,
Just The Simple Fax,8625,68,,http://www.spoj.com/problems/NY10C/,Spoj,,,
Show Me The Fax,8626,96,,http://www.spoj.com/problems/NY10D/,Spoj,,,
I2C,8627,26,,http://www.spoj.com/problems/NY10F/,Spoj,,,
Selling Land,8628,46,,http://www.spoj.com/problems/NWERC10G/,Spoj,,,
Name,Slug,Submissions,Accuracy,QuestionURL,Platform,Tags,LanguagesAllowed,DateAdded
Stock Prices,8629,86,,http://www.spoj.com/problems/NWERC10H/,Spoj,,,
Alien arithmetic,8651,32,,http://www.spoj.com/problems/ALIENS1/,Spoj,,,
Bogosort,8661,40,,http://www.spoj.com/problems/CHEFFEB/,Spoj,,,
Squares Game,8663,31,,http://www.spoj.com/problems/CHEFMAR/,Spoj,,,
Maximum - Profit -- Version II,8666,82,,http://www.spoj.com/problems/ITRIX_C/,Spoj,,,
Board-Queries,8667,37,,http://www.spoj.com/problems/ITRIX_D/,Spoj,,,
THE BLACK AND WHITE QUEENS,8668,62,,http://www.spoj.com/problems/ITRIX_E/,Spoj,,,
THE MAX LINES,8670,4848,,http://www.spoj.com/problems/MAXLN/,Spoj,,,
Looks like Nim - but it is not,8720,66,,http://www.spoj.com/problems/GAME2/,Spoj,,,
Closest Point Pair,8725,578,,http://www.spoj.com/problems/CLOPPAIR/,Spoj,,,
Hierarchy,8728,255,,http://www.spoj.com/problems/MAKETREE/,Spoj,,,
Best Fit,8732,165,,http://www.spoj.com/problems/BFIT/,Spoj,,,
Charlie and the Chocolate Factory,8734,32,,http://www.spoj.com/problems/CHARLIE/,Spoj,,,
Suffix Of Cube,8735,80,,http://www.spoj.com/problems/CUBEND/,Spoj,,,
Substrings II,8747,105,,http://www.spoj.com/problems/NSUBSTR2/,Spoj,,,
Wordplay,8750,46,,http://www.spoj.com/problems/WORD/,Spoj,,,
Shake Shake Shaky,8756,882,,http://www.spoj.com/problems/MAIN8_C/,Spoj,,,
Coing tossing ,8757,129,,http://www.spoj.com/problems/MAIN8_D/,Spoj,,,
Cover the string,8758,186,,http://www.spoj.com/problems/MAIN8_E/,Spoj,,,
Alpine Skiing,8759,26,,http://www.spoj.com/problems/SKIING/,Spoj,,,
String distance,8769,14,,http://www.spoj.com/problems/STRDIST2/,Spoj,,,
Cut the Silver Bar,8785,2895,,http://www.spoj.com/problems/SILVER/,Spoj,,,
The Longest Chain of Domino Tiles,8786,231,,http://www.spoj.com/problems/DOMINO1/,Spoj,,,
Dynamic LCA,8791,107,,http://www.spoj.com/problems/DYNALCA/,Spoj,,,
Separate Points,8793,70,,http://www.spoj.com/problems/SPOINTS/,Spoj,,,
Swimming Jam,8794,40,,http://www.spoj.com/problems/SWJAM/,Spoj,,,
Twenty Questions,8795,26,,http://www.spoj.com/problems/TWENTYQ/,Spoj,,,
Cubist Artwork,8796,352,,http://www.spoj.com/problems/CUBARTWK/,Spoj,,,
Mravograd,8816,20,,http://www.spoj.com/problems/MRAVOGRA/,Spoj,,,
Okret,8820,25,,http://www.spoj.com/problems/OKRET/,Spoj,,,
Yet Another Sequence Problem,8836,55,,http://www.spoj.com/problems/SEQ7/,Spoj,,,
Longest Common Difference Subsequence,8839,65,,http://www.spoj.com/problems/LCDS/,Spoj,,,
Avaricious Maryanna,8841,60,,http://www.spoj.com/problems/AVARY/,Spoj,,,
Boring Homework,8842,37,,http://www.spoj.com/problems/BWORK/,Spoj,,,
Complete the Set,8843,47,,http://www.spoj.com/problems/COMPLETE/,Spoj,,,
Detection of Extraterrestrial,8844,39,,http://www.spoj.com/problems/DETECT/,Spoj,,,
Entertainment,8845,38,,http://www.spoj.com/problems/TENNIS/,Spoj,,,
Fudan Extracurricular Lives,8846,6,,http://www.spoj.com/problems/MAHJONG/,Spoj,,,
Herbicide,8848,8,,http://www.spoj.com/problems/HERBICID/,Spoj,,,
Imitation,8849,19,,http://www.spoj.com/problems/IMITATE/,Spoj,,,
Juice Extractor,8850,88,,http://www.spoj.com/problems/JUICE/,Spoj,,,
Roti Prata,8869,595,,http://www.spoj.com/problems/PRATA/,Spoj,,,
Guess number!,8886,15,,http://www.spoj.com/problems/GNUM/,Spoj,,,
Double Time,8894,18,,http://www.spoj.com/problems/DOUTI/,Spoj,,,
Power Crisis,8895,345,,http://www.spoj.com/problems/POCRI/,Spoj,,,
Pattern Matching,8896,13,,http://www.spoj.com/problems/PATT/,Spoj,,,
Probablistic OR,8910,136,,http://www.spoj.com/problems/PROBOR/,Spoj,,,
Villages by the River,8916,158,,http://www.spoj.com/problems/VILLAGES/,Spoj,,,
How Many Plusses,8917,126,,http://www.spoj.com/problems/PLUSEVI/,Spoj,,,
Party!,8930,23,,http://www.spoj.com/problems/PAAAARTY/,Spoj,,,
Name,Slug,Submissions,Accuracy,QuestionURL,Platform,Tags,LanguagesAllowed,DateAdded
Grid points (speed variation),8945,16,,http://www.spoj.com/problems/GRIDPNTS/,Spoj,,,
brownie,8951,58,,http://www.spoj.com/problems/XIXO/,Spoj,,,
Catapult that ball,8952,578,,http://www.spoj.com/problems/THRBL/,Spoj,,,
LQDNUMBERS,8971,22,,http://www.spoj.com/problems/LQDNUMS/,Spoj,,,
Cost,8980,300,,http://www.spoj.com/problems/KOICOST/,Spoj,,,
Representatives,8982,165,,http://www.spoj.com/problems/KOIREP/,Spoj,,,
Line up,8985,166,,http://www.spoj.com/problems/KOILINE/,Spoj,,,
Funny programming contest,8989,24,,http://www.spoj.com/problems/FUPRCO/,Spoj,,,
Number Guessing Game 2,8991,107,,http://www.spoj.com/problems/GUESSLNK/,Spoj,,,
A los saltos,8992,28,,http://www.spoj.com/problems/SALTOS/,Spoj,,,
CANDY,8995,1161,,http://www.spoj.com/problems/LQDCANDY/,Spoj,,,
Bob and his new kite factory,9000,2,,http://www.spoj.com/problems/KITEPRBL/,Spoj,,,
Maximum Self-Matching,9012,62,,http://www.spoj.com/problems/MAXMATCH/,Spoj,,,
Bob and his towers,9030,33,,http://www.spoj.com/problems/KVALTWR/,Spoj,,,
Cube Free Numbers,9032,1902,,http://www.spoj.com/problems/CUBEFR/,Spoj,,,
Help Tohu,9034,1520,,http://www.spoj.com/problems/TOHU/,Spoj,,,
Chessboard Billiard,9038,41,,http://www.spoj.com/problems/BISHOP2/,Spoj,,,
Tug of War,9040,522,,http://www.spoj.com/problems/TUG/,Spoj,,,
HQNP Incomputable,9042,40,,http://www.spoj.com/problems/HQNP/,Spoj,,,
Clock Hands,9046,331,,http://www.spoj.com/problems/HANDS/,Spoj,,,
Tohu again,9050,790,,http://www.spoj.com/problems/TOHU2/,Spoj,,,
Most Frequent Value,9055,92,,http://www.spoj.com/problems/FREQ2/,Spoj,,,
Shuffling cards,9063,8,,http://www.spoj.com/problems/SHUFFLEK/,Spoj,,,
Sum of Distinct Numbers,9066,113,,http://www.spoj.com/problems/XXXXXXXX/,Spoj,,,
Lightning Conductor,9070,26,,http://www.spoj.com/problems/LIGHTIN/,Spoj,,,
Hablu and Bablu,9076,124,,http://www.spoj.com/problems/HABLU/,Spoj,,,
Snail family problems,9081,47,,http://www.spoj.com/problems/INCEST/,Spoj,,,
Journey to Mars,9084,52,,http://www.spoj.com/problems/JRNTMRS/,Spoj,,,
Formula 3D,9086,4,,http://www.spoj.com/problems/JZPFOR/,Spoj,,,
Bob and magical scale,9096,46,,http://www.spoj.com/problems/MGCSCLS/,Spoj,,,
Derangements HARD,9097,57,,http://www.spoj.com/problems/NOVICE65/,Spoj,,,
Long Common Subsequence,9098,121,,http://www.spoj.com/problems/LCS3/,Spoj,,,
Special Numbers,9103,621,,http://www.spoj.com/problems/NOVICE63/,Spoj,,,
Match the words,9104,334,,http://www.spoj.com/problems/NOVICE62/,Spoj,,,
Faculty Dividing Powers,9117,247,,http://www.spoj.com/problems/GCPC11A/,Spoj,,,
Genetic Fraud,9118,127,,http://www.spoj.com/problems/GCPC11B/,Spoj,,,
Indiana Jones and the lost Soccer Cup,9119,233,,http://www.spoj.com/problems/GCPC11C/,Spoj,,,
Magic Star,9120,138,,http://www.spoj.com/problems/GCPC11D/,Spoj,,,
Magical Crafting,9121,51,,http://www.spoj.com/problems/GCPC11E/,Spoj,,,
Diary,9122,957,,http://www.spoj.com/problems/GCPC11F/,Spoj,,,
Security Zone,9123,33,,http://www.spoj.com/problems/GCPC11G/,Spoj,,,
Sightseeing,9124,111,,http://www.spoj.com/problems/GCPC11H/,Spoj,,,
Suiting Weavers,9125,70,,http://www.spoj.com/problems/GCPC11I/,Spoj,,,
Time to live,9126,568,,http://www.spoj.com/problems/GCPC11J/,Spoj,,,
Pyramid Sums,9137,67,,http://www.spoj.com/problems/PYRSUM/,Spoj,,,
Pyramid Sums 2,9138,63,,http://www.spoj.com/problems/PYRSUM2/,Spoj,,,
Legendre symbol,9161,163,,http://www.spoj.com/problems/LEGRENDS/,Spoj,,,
TORNJEVI,9185,57,,http://www.spoj.com/problems/TORNJEVI/,Spoj,,,
Perfect Maze,9190,25,,http://www.spoj.com/problems/TREEMAZE/,Spoj,,,
Circular Track,9199,2213,,http://www.spoj.com/problems/SPEED/,Spoj,,,
Name,Slug,Submissions,Accuracy,QuestionURL,Platform,Tags,LanguagesAllowed,DateAdded
Mafia,9213,31,,http://www.spoj.com/problems/MAFBOI08/,Spoj,,,
Nikhil Problem,9219,200,,http://www.spoj.com/problems/BHAT007/,Spoj,,,
"B Beware, the end of the world",9242,16,,http://www.spoj.com/problems/AHORCADO/,Spoj,,,
Publication,9255,23,,http://www.spoj.com/problems/PUBLICAT/,Spoj,,,
Perfect Road,9260,8,,http://www.spoj.com/problems/PERFECTR/,Spoj,,,
DCD,9331,47,,http://www.spoj.com/problems/DCD/,Spoj,,,
Point in tetrahedron,9334,121,,http://www.spoj.com/problems/TETRAHED/,Spoj,,,
Arbitrage,9340,503,,http://www.spoj.com/problems/ARBITRAG/,Spoj,,,
Segment Flip,9367,69,,http://www.spoj.com/problems/SFLIP/,Spoj,,,
Landfill,9378,34,,http://www.spoj.com/problems/LANDFILL/,Spoj,,,
Complan Carnival,9382,27,,http://www.spoj.com/problems/CARNIVAL/,Spoj,,,
Strictly not a Prime,9385,216,,http://www.spoj.com/problems/MAIN111/,Spoj,,,
Re-Arrange II,9386,129,,http://www.spoj.com/problems/MAIN112/,Spoj,,,
Special String,9387,760,,http://www.spoj.com/problems/MAIN113/,Spoj,,,
The game of 31,9430,125,,http://www.spoj.com/problems/GAME31/,Spoj,,,
Buzzwords,9433,43,,http://www.spoj.com/problems/BUZZW/,Spoj,,,
New Horizons,9434,5,,http://www.spoj.com/problems/NEWH/,Spoj,,,
To Add or to Multiply,9440,10,,http://www.spoj.com/problems/ADDMUL/,Spoj,,,
Trial of Doom,9443,26,,http://www.spoj.com/problems/YALOP/,Spoj,,,
Block Drop,9444,21,,http://www.spoj.com/problems/BLOCKDRO/,Spoj,,,
Attack of the Clones,9445,25,,http://www.spoj.com/problems/CLONES/,Spoj,,,
Shortest Circuit Evaluation,9446,19,,http://www.spoj.com/problems/SHORTCIR/,Spoj,,,
Genetics,9447,18,,http://www.spoj.com/problems/GENETICS/,Spoj,,,
Swarm of Polygons,9448,35,,http://www.spoj.com/problems/SWARM/,Spoj,,,
Ghosts having fun,9458,64,,http://www.spoj.com/problems/GHOSTS/,Spoj,,,
Connecting three towns (variation),9459,38,,http://www.spoj.com/problems/THREETW1/,Spoj,,,
Johny Hates Math,9489,17,,http://www.spoj.com/problems/ANARC07J/,Spoj,,,
Advanced Fruits,9493,529,,http://www.spoj.com/problems/ADFRUITS/,Spoj,,,
Just Add It,9494,2100,,http://www.spoj.com/problems/ZSUM/,Spoj,,,
Working in Beijing,9503,540,,http://www.spoj.com/problems/WORKB/,Spoj,,,
Paint on a Wall,9504,17,,http://www.spoj.com/problems/PAINTWAL/,Spoj,,,
Distinct Subtrees,9505,11,,http://www.spoj.com/problems/DSUBTREE/,Spoj,,,
Jimmy´s Travel Plan,9506,9,,http://www.spoj.com/problems/DIST2/,Spoj,,,
Mario and Mushrooms,9507,298,,http://www.spoj.com/problems/MARIO2/,Spoj,,,
Magic Bitwise AND Operation,9508,78,,http://www.spoj.com/problems/AND/,Spoj,,,
Shortest Path on a Cylinder,9509,7,,http://www.spoj.com/problems/CYLINDES/,Spoj,,,
Ads Proposal,9510,48,,http://www.spoj.com/problems/ADSPROP/,Spoj,,,
24-Puzzle,9511,17,,http://www.spoj.com/problems/PUZZLE24/,Spoj,,,
Bombing,9512,60,,http://www.spoj.com/problems/BOMB2/,Spoj,,,
Game,9513,15,,http://www.spoj.com/problems/TETRISGM/,Spoj,,,
Dwarven Sniper´s Hunting,9515,8,,http://www.spoj.com/problems/HUNT1/,Spoj,,,
XOR Equations,9516,11,,http://www.spoj.com/problems/XOREQ/,Spoj,,,
Unlock the Cellphone,9517,10,,http://www.spoj.com/problems/UNLOCK/,Spoj,,,
The Time of Day,9518,30,,http://www.spoj.com/problems/LCM/,Spoj,,,
Distinct Submatrices,9519,17,,http://www.spoj.com/problems/DSUBMTR/,Spoj,,,
Tanks,9520,12,,http://www.spoj.com/problems/TANKS/,Spoj,,,
Cipher,9525,83,,http://www.spoj.com/problems/CIPHERJ/,Spoj,,,
Department,9527,2,,http://www.spoj.com/problems/DEPARTJ/,Spoj,,,
Johns Trip,9528,7,,http://www.spoj.com/problems/JTRIP/,Spoj,,,
Maya Calendar,9529,176,,http://www.spoj.com/problems/MAYCA/,Spoj,,,
Name,Slug,Submissions,Accuracy,QuestionURL,Platform,Tags,LanguagesAllowed,DateAdded
Transportation,9532,15,,http://www.spoj.com/problems/TRANSJ/,Spoj,,,
Turn on the lights,9534,21,,http://www.spoj.com/problems/JZPLIT/,Spoj,,,
Turn on the lights 2,9535,14,,http://www.spoj.com/problems/JZPLIT2/,Spoj,,,
Dynamic Congruence Equation System,9543,5,,http://www.spoj.com/problems/DCES/,Spoj,,,
Counting d-pairs,9547,93,,http://www.spoj.com/problems/DPAIR/,Spoj,,,
Sum of Pairwise Products,9569,568,,http://www.spoj.com/problems/PAIRSUM/,Spoj,,,
Counting binary strings,9570,246,,http://www.spoj.com/problems/STRCOUNT/,Spoj,,,
Dynamic Graph Connectivity,9576,28,,http://www.spoj.com/problems/DYNACON2/,Spoj,,,
Dynamic Tree Connectivity,9577,106,,http://www.spoj.com/problems/DYNACON1/,Spoj,,,
The Prime conjecture,9587,438,,http://www.spoj.com/problems/PRIMEZUK/,Spoj,,,
A Canvas Building,9636,46,,http://www.spoj.com/problems/ACANVAS/,Spoj,,,
Black and White,9637,1635,,http://www.spoj.com/problems/BANDW/,Spoj,,,
Circuits,9638,8,,http://www.spoj.com/problems/CIRCUITS/,Spoj,,,
Equilibrium,9640,176,,http://www.spoj.com/problems/EQUI/,Spoj,,,
Factory of Bridges,9641,47,,http://www.spoj.com/problems/FBRIDGES/,Spoj,,,
Getting There Fast,9642,8,,http://www.spoj.com/problems/GETFAST/,Spoj,,,
He is Lazy,9643,101,,http://www.spoj.com/problems/HEISLAZY/,Spoj,,,
Imperialism,9644,103,,http://www.spoj.com/problems/IMPER/,Spoj,,,
Joy of CompuTenis,9645,2,,http://www.spoj.com/problems/JOCTENIS/,Spoj,,,
Mega Inversions,9650,150,,http://www.spoj.com/problems/TRIPINV/,Spoj,,,
Robots on a grid,9652,451,,http://www.spoj.com/problems/ROBOTGRI/,Spoj,,,
Elevator Trouble,9655,988,,http://www.spoj.com/problems/ELEVTRBL/,Spoj,,,
Zombie’s Treasure Chest,9685,47,,http://www.spoj.com/problems/ZTC/,Spoj,,,
Yummy Triangular Pizza,9686,342,,http://www.spoj.com/problems/YUMMY/,Spoj,,,
Xavier is Learning to Count,9687,10,,http://www.spoj.com/problems/XC/,Spoj,,,
Very Boring Homework,9689,12,,http://www.spoj.com/problems/VBWORK/,Spoj,,,
Universal Question Answering System,9690,18,,http://www.spoj.com/problems/UQAS/,Spoj,,,
Triangles and Quadrangle,9691,12,,http://www.spoj.com/problems/TQ/,Spoj,,,
Share the Cakes,9692,3,,http://www.spoj.com/problems/CAKE4/,Spoj,,,
Revenge of Fibonacci,9693,60,,http://www.spoj.com/problems/REVFIB/,Spoj,,,
Quelling Blade,9694,1,,http://www.spoj.com/problems/QB/,Spoj,,,
2s Complement,9721,160,,http://www.spoj.com/problems/CODESPTA/,Spoj,,,
Insertion Sort,9722,1790,,http://www.spoj.com/problems/CODESPTB/,Spoj,,,
Card Shuffling,9723,33,,http://www.spoj.com/problems/CODESPTC/,Spoj,,,
Queens on a Board,9725,42,,http://www.spoj.com/problems/CODESPTD/,Spoj,,,
Hacking the random number generator,9734,2333,,http://www.spoj.com/problems/HACKRNDM/,Spoj,,,
Bytelandian Tours,9746,9,,http://www.spoj.com/problems/CODESPTE/,Spoj,,,
Palindromes,9748,86,,http://www.spoj.com/problems/CODESPTF/,Spoj,,,
Cliques,9749,47,,http://www.spoj.com/problems/CODESPTG/,Spoj,,,
Polygon Diagonals,9750,20,,http://www.spoj.com/problems/CODESPTH/,Spoj,,,
Repairing Roads,9751,9,,http://www.spoj.com/problems/CODESPTI/,Spoj,,,
Tuple Division,9753,2,,http://www.spoj.com/problems/TUPLEDIV/,Spoj,,,
Grey Area,9755,279,,http://www.spoj.com/problems/SCPC11A/,Spoj,,,
Alaska,9756,2023,,http://www.spoj.com/problems/SCPC11B/,Spoj,,,
GO,9759,66,,http://www.spoj.com/problems/SCPC11F/,Spoj,,,
Indomie,9760,85,,http://www.spoj.com/problems/SCPC11G/,Spoj,,,
Dolls,9761,58,,http://www.spoj.com/problems/SCPC11H/,Spoj,,,
Friends of Friends,9788,3320,,http://www.spoj.com/problems/FACEFRND/,Spoj,,,
Be Awesome As Barney Stinson,9805,721,,http://www.spoj.com/problems/BEHAPPY/,Spoj,,,
Shortcut,9817,37,,http://www.spoj.com/problems/WPC4C/,Spoj,,,
Name,Slug,Submissions,Accuracy,QuestionURL,Platform,Tags,LanguagesAllowed,DateAdded
Through the troops,9820,1194,,http://www.spoj.com/problems/WPC4F/,Spoj,,,
Matrix inverse,9832,46,,http://www.spoj.com/problems/MIFF/,Spoj,,,
Yet Another Fancy Game,9842,127,,http://www.spoj.com/problems/GAME3/,Spoj,,,
The Glazier,9856,54,,http://www.spoj.com/problems/GLASS/,Spoj,,,
Eight Directions Crossword,9857,117,,http://www.spoj.com/problems/EIGHT/,Spoj,,,
Štef and Barica,9858,45,,http://www.spoj.com/problems/WALK1/,Spoj,,,
The Glazier 2,9860,18,,http://www.spoj.com/problems/GLASS2/,Spoj,,,
Hotels Along the Croatian Coast,9861,3319,,http://www.spoj.com/problems/HOTELS/,Spoj,,,
Help the Airline Company,9862,9,,http://www.spoj.com/problems/REMOVE/,Spoj,,,
Binomial coefficients,9887,129,,http://www.spoj.com/problems/NWERC11A/,Spoj,,,
Bird tree,9888,248,,http://www.spoj.com/problems/NWERC11B/,Spoj,,,
Movie collection,9889,147,,http://www.spoj.com/problems/NWERC11C/,Spoj,,,
Piece it together,9890,66,,http://www.spoj.com/problems/NWERC11D/,Spoj,,,
"Please, go first",9891,186,,http://www.spoj.com/problems/NWERC11E/,Spoj,,,
Pool construction,9892,66,,http://www.spoj.com/problems/NWERC11F/,Spoj,,,
Smoking gun,9893,34,,http://www.spoj.com/problems/NWERC11G/,Spoj,,,
Tichu,9894,70,,http://www.spoj.com/problems/NWERC11H/,Spoj,,,
Tracking RFIDs,9895,46,,http://www.spoj.com/problems/NWERC11I/,Spoj,,,
Train delays,9896,40,,http://www.spoj.com/problems/NWERC11J/,Spoj,,,
Help Dr Whooves,9916,18,,http://www.spoj.com/problems/PONY1/,Spoj,,,
ABC Path,9921,2023,,http://www.spoj.com/problems/ABCPATH/,Spoj,,,
Alice and Bob,9934,55,,http://www.spoj.com/problems/ALICE/,Spoj,,,
Break the Chocolate,9935,1316,,http://www.spoj.com/problems/BC/,Spoj,,,
Construct the Great Wall,9936,6,,http://www.spoj.com/problems/CGW/,Spoj,,,
Disney Fastpass,9938,28,,http://www.spoj.com/problems/DISNEY/,Spoj,,,
